Unnamed: 0,trans_date_trans_time,cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,unix_time,merch_lat,merch_long,is_fraud,merch_zipcode
999890,2/14/2020 10:25,6547670341037171.0,fraud_Kuhn LLC,shopping_pos,2.38,Bryce,Joseph,M,148 Baker Field,Chester Heights,PA,19017,39.8839,-75.4669,348,Management consultant,5/5/1945,e001e925729b0fb9a1d9393b713113ec,1360837553,40.770557,-75.018652,0,7882.0
521430,8/12/2019 18:49,4.512828414983802e+18,fraud_Maggio-Fahey,misc_pos,2.56,Monica,Cohen,F,864 Reynolds Plains,Uledi,PA,15484,39.8936,-79.7856,328,Tree surgeon,7/25/1983,9b62d49b073b6d786e839497be6ef052,1344797363,40.309463,-80.02052,0,15102.0
954698,1/18/2020 19:38,346273000000000.0,fraud_Gleason-Macejkovic,shopping_net,1.19,Donna,Moreno,F,32301 Albert River Suite 364,Ronceverte,WV,24970,37.7418,-80.4626,4575,Statistician,10/22/1991,695b5bd26a118f6901dc0188f85c404e,1358537900,36.750112,-80.898328,0,24330.0
87498,2/21/2019 4:11,4.810839835482794e+18,fraud_Koepp-Parker,grocery_pos,86.4,Carolyn,Perez,F,433 Blake Roads Suite 967,Wheaton,MO,64874,36.7651,-94.0492,760,Production manager,8/31/1985,3de6a07852a6f868953ce2f972e0996d,1329797487,36.803909,-94.317029,0,64850.0
899159,12/26/2019 17:38,4777065439639721.0,"fraud_Schaefer, Fay and Hilll",entertainment,80.48,Peter,Caldwell,M,08966 Beltran Route Suite 905,Oaks,PA,19456,40.1334,-75.4536,737,Oceanographer,4/24/1987,7810c63923ff1b6f645e8f42d28ac541,1356543510,40.200069,-74.783936,0,19067.0
912756,12/29/2019 14:11,213113000000000.0,fraud_Botsford and Sons,home,6.87,Larry,Vaughan,M,83555 Melinda Spurs,Kingsville,MD,21087,39.4558,-76.4147,5451,Science writer,12/5/1961,e3c5ff624960bed76ee74a50816da0dd,1356790261,39.742784,-76.211089,0,17563.0
175203,4/1/2019 16:20,30518200000000.0,fraud_Reilly LLC,home,46.56,Tamara,Martinez,F,471 Marquez Prairie Suite 680,Matthews,MO,63867,36.7154,-89.6287,1019,Aeronautical engineer,1/26/1979,c8a86e1fa20e44d42d83dd236b8ee832,1333297247,37.608577,-90.321391,0,63645.0
191335,4/8/2019 17:35,2222001896600109.0,"fraud_Koss, Hansen and Lueilwitz",home,43.16,Susan,Hernandez,F,2193 Osborne Run Apt. 789,Moro,IL,62067,38.9318,-89.9618,2401,"Buyer, industrial",1/3/1972,2d9059b08d89c00679f951adf57f80d5,1333906519,39.288243,-90.959431,0,63344.0
278167,5/17/2019 22:43,3541160328600277.0,"fraud_Hodkiewicz, Prohaska and Paucek",travel,9.07,Jason,Singh,M,4720 Anna Ways,Murrayville,IL,62668,39.5723,-90.2379,1512,Commercial/residential surveyor,5/7/2003,fd0c3c4ecdbcaa429f6bd85409a4e4d2,1337294618,39.969515,-90.242146,0,62691.0
41090,1/25/2019 8:11,3547574373318979.0,fraud_Morissette PLC,shopping_pos,8.28,Jacob,Patel,M,54822 Hill Forks,Dieterich,IL,62424,39.0319,-88.4074,2092,"Psychologist, clinical",4/30/1962,eb92045eed3cad38e926f8184f0b58f8,1327479116,39.029662,-88.466139,0,62424.0
329365,6/6/2019 5:39,376028000000000.0,fraud_Howe Ltd,misc_pos,31.58,Aaron,Murray,M,624 Hale Springs Apt. 572,Meadville,MO,64659,39.7795,-93.3014,964,Tourist information centre manager,12/23/1974,b64872b01d7c69c1c2e92ce953a2c00b,1338961178,39.852426,-93.838844,0,64625.0
64820,2/8/2019 3:18,4306586894261180.0,fraud_Kilback and Sons,entertainment,6.81,Renee,Walls,F,86542 Jessica Fords Apt. 706,Veedersburg,IN,47987,40.1186,-87.2602,4049,"Development worker, community",10/19/1959,1696350f1766a030acb4146cd4527708,1328671100,39.614628,-87.336212,0,47874.0
787201,12/1/2019 15:15,4450831335606294.0,"fraud_Hahn, Douglas and Schowalter",travel,7.4,Donna,Davis,F,6760 Donovan Lakes,Clayton,OK,74536,34.5906,-95.38,1760,Occupational psychologist,1/20/1972,2b8162be3562bdf494102a2986775562,1354374932,35.319851,-95.692614,0,74461.0
321879,6/3/2019 4:44,3590736522064285.0,fraud_Marks Inc,gas_transport,50.41,Kimberly,Gonzalez,F,72966 Shannon Pass Apt. 391,Bauxite,AR,72011,34.5091,-92.4828,4074,"Scientist, audiological",12/20/1975,95a45580ea130e75d8bbdd391635d228,1338698650,34.389965999999994,-92.474924,0,72129.0
718315,11/3/2019 3:33,3547574373318979.0,"fraud_Johnson, Runolfsdottir and Mayer",misc_net,2.98,Jacob,Patel,M,54822 Hill Forks,Dieterich,IL,62424,39.0319,-88.4074,2092,"Psychologist, clinical",4/30/1962,d9d84ca19d4ba9e68c81e677481d2b10,1351913613,39.588288,-87.654763,0,61944.0
327069,6/5/2019 2:47,3592931352252641.0,"fraud_Towne, Greenholt and Koepp",shopping_net,4.39,Dylan,Garcia,M,923 Jordan Road,Afton,MN,55001,44.8696,-92.8234,2916,Barrister's clerk,6/29/1935,9bbaf3a8a170cbc79246162fed55527a,1338864450,45.350085,-92.365325,0,54001.0
776997,11/29/2019 6:39,370877000000000.0,"fraud_Huel, Hammes and Witting",grocery_pos,203.01,Sarah,Clark,F,25961 Beverly Union Apt. 042,North Wilkesboro,NC,28659,36.2017,-81.1286,21134,Dispensing optician,3/6/1984,4f3224d5d2b020acba74e5c33b2c883f,1354171142,36.037307,-80.483756,0,27012.0
199041,4/12/2019 22:00,3564839259330465.0,fraud_Hamill-D'Amore,health_fitness,43.77,Robert,Ashley,M,1250 Christopher Prairie Suite 016,Port Costa,CA,94569,38.046,-122.1866,198,Armed forces training and education officer,3/31/1959,9a1341f3ac3a58ab437aa20c25344b3d,1334268023,37.733968,-121.609244,0,95391.0
791743,12/2/2019 8:32,3596217206093829.0,"fraud_Eichmann, Bogan and Rodriguez",gas_transport,68.9,Sara,Ramirez,F,23843 Scott Island,Birmingham,IA,52535,40.8626,-91.9534,888,Camera operator,3/25/1988,b6139491b8a1c517441bc4a5ad88fa79,1354437148,40.658412,-91.396119,0,52627.0
103355,3/1/2019 14:21,345389000000000.0,"fraud_Mante, Luettgen and Hackett",health_fitness,35.7,Justin,Fowler,M,5569 Phillips Neck Apt. 003,Coffeeville,MS,38922,33.9215,-89.6782,3451,Financial trader,5/19/1984,fff8be7ea9c05191ce54b0ed2bef3491,1330611670,34.325092,-90.278365,0,38628.0
235796,4/28/2019 18:30,6511349151405438.0,fraud_Dibbert and Sons,entertainment,162.71,Robert,Nguyen,M,74835 Garner Point,Ruth,NV,89319,39.3426,-114.8859,450,Interpreter,8/24/1946,3d5abf17f280586df38fc3e03b05a084,1335637808,38.349105,-115.514555,0,
214176,4/19/2019 16:20,3585740823295298.0,fraud_Haag-Blanda,food_dining,83.18,James,Greene,M,082 Hernandez Bypass Apt. 886,Quanah,TX,79252,34.2956,-99.7494,3202,"Librarian, public",3/18/1998,ffdc62aad88ebca8183f864274f3724a,1334852400,33.330208,-98.921954,0,
184779,4/6/2019 14:59,3564182536169293.0,fraud_Shanahan-Lehner,personal_care,4.07,Brenda,Johnson,F,56160 Nicholas Isle,Norwich,OH,43767,39.9934,-81.8024,1443,Research scientist (medical),3/4/1962,63b19086fb5d8bf8faac4db64e659bb5,1333724384,39.022908,-80.830774,0,26342.0
347449,6/12/2019 12:21,4939976756738216.0,fraud_Erdman-Schaden,personal_care,32.98,Michelle,Johnston,F,3531 Hamilton Highway,Roma,TX,78584,26.4215,-99.0025,18128,IT trainer,11/7/1990,f1dec0620e45cf81b57cdd921e220a9b,1339503711,26.581228000000003,-98.205005,0,78563.0
421909,7/8/2019 15:13,6011693194885790.0,fraud_Botsford and Sons,home,84.28,Victoria,Fleming,F,2807 Parker Station Suite 080,Stanchfield,MN,55080,45.6675,-93.2433,2607,"Lecturer, further education",12/4/1995,87480c6728917096c75033cdd108078b,1341760425,45.399624,-93.016821,0,55079.0
989436,2/8/2020 6:54,4809700000000.0,fraud_Howe Ltd,misc_pos,19.86,Sabrina,Nolan,F,312 Eric Expressway Apt. 014,Phenix City,AL,36869,32.4204,-85.0796,59744,Chemical engineer,2/7/1984,fa7243636c14f60cb152df695037c41c,1360306482,32.750487,-85.446672,0,36879.0
258795,5/9/2019 0:27,3560797065840735.0,"fraud_Kohler, Lindgren and Koelpin",grocery_net,53.6,Janet,Turner,F,0925 Lang Extensions,Shields,ND,58569,46.1838,-101.2589,77,Film/video editor,12/17/1989,52d3f0ec36ca895e4e2b334667ccb200,1336523221,46.525891,-100.800218,0,58566.0
486232,7/31/2019 20:28,343473000000000.0,fraud_Heaney-Marquardt,entertainment,138.65,Gloria,Wallace,F,234 Bridges Wells Apt. 389,Center Tuftonboro,NH,3816,43.6849,-71.2551,1368,"Optician, dispensing",8/5/1971,89ac73d76190b5bcd912b196eb17bab1,1343766536,43.996954,-72.253865,0,5039.0
917040,12/30/2019 5:26,4.89706797111121e+18,fraud_Donnelly PLC,misc_net,6.59,Randy,Wood,M,542 Howe Mission Apt. 092,Port Richey,FL,34668,28.3011,-82.6927,42619,Environmental education officer,10/7/1975,523ee53b8dfe0736509abfe48d141f57,1356845209,27.905324,-82.14609,0,33567.0
500186,8/5/2019 11:26,180043000000000.0,fraud_Heller-Langosh,gas_transport,77.34,Charles,Robles,M,3337 Lisa Divide,Saint Petersburg,FL,33710,27.7898,-82.7243,341043,"Engineer, land",2/28/1989,f72bc3fb58c0173625fd0357b46d23f5,1344166018,28.563593,-83.28944,0,
156730,3/24/2019 19:07,3521417320836166.0,fraud_Mohr-Bayer,shopping_net,33.75,Angela,Hodges,F,08236 Kim Hill,Indianapolis,IN,46254,39.849,-86.272,910148,Firefighter,11/30/1975,4df094904888bcdb394ed767a8c72e5a,1332616076,40.474037,-85.962896,0,46936.0
870910,12/20/2019 13:06,4961003488432306.0,"fraud_McLaughlin, Armstrong and Koepp",travel,1.98,Stacy,Walsh,F,324 Donna Ridge Suite 651,Cressona,PA,17929,40.6284,-76.195,1606,Ecologist,5/10/1966,116cb5b58b94ac5c2eb2327f12f3840e,1356008801,39.725592,-76.933487,0,17329.0
384681,6/25/2019 7:25,4.560004149983868e+18,fraud_Padberg-Welch,grocery_pos,158.14,Stacy,Villegas,F,20581 Pena Walks,Colorado Springs,CO,80951,38.8881,-104.6556,525713,Museum/gallery exhibitions officer,5/9/1992,9c98a29f8039ac0f5f68c65f10f2e52b,1340609130,39.070347,-105.512286,0,80827.0
149503,3/21/2019 21:26,6597888193422452.0,fraud_Hammes-Beatty,kids_pets,1.89,Bill,Lane,M,4725 Hurst Curve Apt. 634,Holliday,TX,76366,33.6751,-98.6576,2317,Chief Technology Officer,8/23/1964,8a4558b91d035214c23cd2b5ea13cc1d,1332365217,34.444112,-99.654702,0,73537.0
654811,10/6/2019 4:49,4247920000000.0,"fraud_Baumbach, Strosin and Nicolas",shopping_pos,6.47,Judith,Moss,F,46297 Benjamin Plains Suite 703,Washington Court House,OH,43160,39.537,-83.455,22305,Television floor manager,3/9/1939,037115de38ff57d7698a5ff8151f7a13,1349498948,39.004621,-83.600232,0,45697.0
527035,8/15/2019 7:31,4607072969078276.0,fraud_Bradtke PLC,grocery_pos,82.77,Brenda,Perez,F,033 Tara Brook Suite 523,Coyle,OK,73027,35.8985,-97.2607,1493,Amenity horticulturist,3/21/1985,71238c48e07974060c9568789fb181dd,1345015879,35.192139000000005,-96.888894,0,74873.0
648143,10/3/2019 4:45,371034000000000.0,fraud_Kuhic Inc,grocery_pos,112.97,Jeremy,Jones,M,5758 Yates Center,Vinton,CA,96135,40.0235,-120.7986,128,Education administrator,2/21/1966,5ba709a0811d992d16264ad4041dd693,1349239512,39.472873,-120.640775,0,96125.0
452366,7/20/2019 6:15,2248348993063230.0,fraud_McDermott-Weimann,grocery_pos,142.8,Jennifer,Scott,F,376 John Fork Suite 848,Randolph,OH,44265,41.0109,-81.2977,51,Mechanical engineer,8/5/1960,48e83bd74fcf5320515a54aeb744aa5b,1342764925,40.77008,-81.433235,0,44710.0
65725,2/8/2019 19:00,4452366298769043.0,fraud_Hills-Witting,shopping_net,5.34,Linda,Davis,F,6602 Ortiz Pine Apt. 179,Blooming Grove,TX,76626,32.0758,-96.701,1563,Financial adviser,3/4/1978,2df6fed48ddb57b992d74f9d7f7f098f,1328727622,32.631091,-96.450026,0,75114.0
129981,3/12/2019 16:48,342952000000000.0,fraud_Gottlieb Group,kids_pets,81.82,Kayla,Jones,F,6033 Young Track Suite 804,East Canaan,CT,6024,42.0158,-73.2913,647,Comptroller,9/26/1987,27d3c7caf7312e13f7502221476cfca7,1331570938,42.313354,-73.505448,0,12165.0
84654,2/19/2019 9:28,3540862542587229.0,fraud_Koss and Sons,gas_transport,78.59,Nancy,Roach,F,376 Brown Courts,Yellowstone National Park,WY,82190,44.7957,-110.6137,369,Materials engineer,11/16/1941,a32657fc7caa14f613ad473c2c47f4cb,1329643701,44.744944,-109.860486,0,
953277,1/18/2020 2:52,180047000000000.0,fraud_Howe PLC,entertainment,79.69,Erika,Mason,F,083 Karen Island Apt. 656,Goreville,IL,62939,37.575,-88.9655,3119,"Teacher, secondary school",4/17/1942,fc355c82d7951986e2a76e23007bbaf2,1358477522,37.259301,-88.571224,0,62938.0
905778,12/28/2019 9:46,30153500000000.0,fraud_Haag-Blanda,food_dining,152.33,Robin,Smith,F,0537 Margaret Common Suite 526,Coleman,TX,76834,31.8287,-99.427,5908,Radio producer,4/5/1962,39a014dcbfdad0e09033cd90299078f6,1356688011,31.949706,-98.753298,0,76474.0
591723,9/8/2019 9:30,4900630000000.0,fraud_Miller-Hauck,grocery_pos,61.37,Michael,Johnson,M,094 Owens Underpass,Norwalk,CA,90650,33.9056,-118.0818,105549,Firefighter,9/22/1973,f5cc9248d9652f071964deca0ae0ec50,1347096627,34.426398,-118.034612,0,93543.0
319030,6/2/2019 13:03,6011693194885790.0,fraud_Wilkinson LLC,personal_care,20.02,Victoria,Fleming,F,2807 Parker Station Suite 080,Stanchfield,MN,55080,45.6675,-93.2433,2607,"Lecturer, further education",12/4/1995,c25388ab927d281b221c3c17e27f8e3c,1338642221,45.677583,-92.93103,0,55069.0
328947,6/6/2019 0:01,2512312531485080.0,fraud_Mayert Group,shopping_pos,3.37,John,Mccormick,M,79414 Clark Lakes Suite 966,Warren,MI,48088,42.5164,-82.9832,134056,"Producer, radio",10/8/1956,40e9a189c9ffe5422646e19b5be037b9,1338940866,42.000713,-83.406282,0,48162.0
555839,8/25/2019 13:00,4476840000000.0,fraud_Thompson-Gleason,health_fitness,2.1,Steven,Walters,M,3206 Hall Divide Suite 282,Woodville,AL,35776,34.6689,-86.2296,3395,"Editor, commissioning",1/21/1979,98b823c0d1cea0bdac672d340c7bb939,1345899625,35.552709,-85.597001,0,37305.0
902648,12/27/2019 16:38,213103000000000.0,fraud_Schmidt-Larkin,home,28.01,Joanne,Padilla,F,477 Alejandro Knolls Suite 828,Gardiner,OR,97441,43.7857,-124.1437,260,"Engineer, maintenance",9/1/1956,15672b48ae87855e1add53cd57271b96,1356626325,44.779512,-124.548201,0,
273538,5/15/2019 12:19,4996263498048679.0,fraud_Metz-Boehm,shopping_pos,4.13,Kendra,King,F,154 Hernandez Keys,Smith River,CA,95567,41.9404,-124.1587,1930,Web designer,6/13/1983,97864f2a6504ee2b945943fdf02e198b,1337084391,41.757678000000006,-123.227014,0,96086.0
331236,6/6/2019 22:57,2720433095629877.0,fraud_Daugherty LLC,kids_pets,4.65,Mark,Wood,M,854 Walker Dale Suite 488,Bowdoin,ME,4287,44.0575,-69.9656,3224,"Engineer, electronics",8/22/1997,278fe82cc0295a390db0fd88943b9901,1339023427,44.862043,-70.030903,0,4956.0
528178,8/15/2019 18:53,2269768987945882.0,"fraud_Hills, Hegmann and Schaefer",health_fitness,52.33,Shannon,Patterson,F,9808 Ellis Bypass,Mount Morris,NY,14510,42.6835,-77.8664,4895,Acupuncturist,10/29/1958,1b4395d3c57213c007bdddf5a6a8c7fc,1345056814,42.975802,-77.185082,0,14504.0
565894,8/29/2019 1:25,342320000000000.0,"fraud_Huel, Hammes and Witting",grocery_pos,97.46,Bryan,Pugh,M,6366 French Field,Margaretville,NY,12455,42.1852,-74.6178,1988,Environmental health practitioner,5/23/1978,1138df00a1b58cf3c54dd03b56689045,1346203508,42.084036,-74.258699,0,12495.0
489492,8/2/2019 7:07,4997733566924489.0,fraud_Kiehn Inc,grocery_pos,175.04,Stephanie,Taylor,F,598 Martin Pine Suite 365,Saint Paul,MN,55128,44.9913,-92.9487,753116,Fisheries officer,8/6/1971,49374e5c8b50587bd1e21b4762ac6e87,1343891271,44.807347,-93.756196,0,55387.0
256840,5/7/2019 21:48,4.855488158131689e+18,fraud_Kuhn Group,food_dining,44.18,Jeremy,Roberson,M,25887 Martin Inlet,Graniteville,VT,5654,44.1554,-72.4847,970,Agricultural consultant,9/29/1993,381a87cab1c51cdc3a54784e6b49e8eb,1336427284,44.554537,-73.186074,0,5446.0
473254,7/27/2019 15:23,180081000000000.0,fraud_Medhurst Inc,home,109.47,Connie,Carroll,F,872 Justin Views Suite 746,Duncan,MS,38740,34.047,-90.7652,466,Trading standards officer,4/3/1955,2da6342b1f6c19dcdfc698ba1e7019b8,1343402622,33.343529,-90.292864,0,38924.0
349457,6/13/2019 9:48,3560797065840735.0,fraud_Luettgen PLC,gas_transport,70.19,Janet,Turner,F,0925 Lang Extensions,Shields,ND,58569,46.1838,-101.2589,77,Film/video editor,12/17/1989,da8f3fa4934539907395a4babc47ff90,1339580908,46.875577,-101.027114,0,58554.0
665987,10/11/2019 6:10,377993000000000.0,fraud_Hackett-Lueilwitz,grocery_pos,47.0,Nathan,Martinez,M,586 Thomas Cliffs,Oconto Falls,WI,54154,44.8755,-88.1555,5548,Mining engineer,9/11/1975,94b5108819ee2dc3598db37c7361d89b,1349935825,45.864753,-88.174765,0,54121.0
270936,5/13/2019 20:58,675946000000.0,fraud_Mante Group,misc_net,2.11,Ellen,Smith,F,285 George Lake,Beaver Falls,PA,15010,40.7687,-80.3592,28425,Podiatrist,6/9/2000,75947a6a8477056865770bfadf60984c,1336942700,40.35859,-79.998479,0,15236.0
239931,4/30/2019 1:22,3566094707272327.0,fraud_Rutherford-Mertz,grocery_pos,190.86,Kristina,Stewart,F,47029 Jimmy Tunnel Apt. 106,Newhall,CA,91321,34.3795,-118.523,34882,Health physicist,4/25/1971,a425c49e971f1b6019623246c421ce5f,1335748960,34.72093,-118.728605,0,
239629,4/29/2019 22:28,4841313716651064.0,fraud_Pollich LLC,home,71.57,Omar,Gay,M,2161 Blankenship Freeway,West Hartford,VT,5084,43.7185,-72.4439,140,"Development worker, community",10/28/1989,9b237f981ed391ff2698f9433dfdd6c3,1335738513,42.760839,-73.071131,0,5352.0
205041,4/15/2019 0:23,3540210836308425.0,fraud_Hackett-Lueilwitz,grocery_pos,111.23,Steven,Yoder,M,94975 David Mews Apt. 316,Summerfield,TX,79085,34.7437,-102.5064,53,Fisheries officer,6/19/1992,317d9299d493b9325f533434b95c2a76,1334449420,33.906183,-103.091342,0,88113.0
698361,10/25/2019 14:58,3518758680062249.0,fraud_Kuhn LLC,shopping_pos,3.25,Antonio,Koch,M,8738 Richard Brooks,Moab,UT,84532,38.5677,-109.5271,9772,Location manager,11/24/1989,afd7b0a4f68fb1633a1e3f57b862ed54,1351177130,37.797084000000005,-109.746904,0,
731912,11/9/2019 8:27,630425000000.0,fraud_Doyle Ltd,grocery_pos,96.81,Jennifer,Black,F,2870 Bean Terrace Apt. 756,Thomas,WV,26292,39.1505,-79.503,836,Forensic psychologist,8/29/1981,96cda7d14ef11fd0b580bf988a2ddd81,1352449623,39.760627,-79.875793,0,15451.0
417113,7/7/2019 10:29,38199000000000.0,fraud_Smitham-Schiller,grocery_net,48.84,Jesse,Roberts,M,8415 Vaughn Squares Apt. 788,Acworth,NH,3601,43.196000000000005,-72.3001,477,Naval architect,4/15/1988,2e0d5acf848af2586c2f6a23bc90a9b0,1341656998,42.979733,-71.445354,0,3103.0
68148,2/10/2019 9:02,580954000000.0,"fraud_Wiza, Schaden and Stark",misc_pos,7.5,Jessica,Benitez,F,31281 Thomas Inlet,Montrose,NY,10548,41.2496,-73.9446,3487,Race relations officer,1/13/1960,48ccc068fd94848a318518ff39cc104b,1328864557,40.631518,-73.930667,0,11203.0
777089,11/29/2019 8:24,4841313716651064.0,"fraud_Mosciski, Gislason and Mertz",grocery_pos,99.79,Omar,Gay,M,2161 Blankenship Freeway,West Hartford,VT,5084,43.7185,-72.4439,140,"Development worker, community",10/28/1989,77aaed92f797308903f1179f6e380479,1354177484,44.47771,-72.417958,0,5681.0
648531,10/3/2019 10:38,213126000000000.0,"fraud_Mosciski, Gislason and Mertz",grocery_pos,153.25,Adam,Kirk,M,40847 Stark Junctions,Big Indian,NY,12410,42.074,-74.453,397,Psychiatrist,9/12/1931,39dfd080b89d9f8f08f27c563419bb7e,1349260725,41.636408,-74.47954,0,12763.0
251995,5/5/2019 20:59,6534628260579800.0,"fraud_McLaughlin, Armstrong and Koepp",travel,8.71,Christine,Harris,F,29606 Martinez Views Suite 653,Hinesburg,VT,5461,44.3346,-73.098,4542,Claims inspector/assessor,3/19/1998,0192e040e430c237b085518245f452d9,1336251585,45.225356,-73.006216,0,
906606,12/28/2019 13:24,4874017206859125.0,fraud_Kozey-McDermott,travel,6.26,Lauren,Williams,F,065 Jones Stravenue,Lake Oswego,OR,97034,45.4093,-122.6847,42817,Planning and development surveyor,5/28/1982,78c0c74b9e95860f0d3344fff8e5f945,1356701063,45.646965,-122.116744,0,98671.0
678843,10/16/2019 14:46,2254799658404120.0,fraud_Bernhard-Lesch,food_dining,29.16,Barbara,Nelson,F,7337 Browning Falls Suite 027,Valdosta,GA,31605,30.946,-83.2474,94325,Educational psychologist,9/8/1987,4d18ea903b0486825e52c7a3d7e0dd7f,1350398813,31.043257,-82.301607,0,
910790,12/29/2019 6:05,4640400000000.0,"fraud_Bernier, Volkman and Hoeger",misc_net,7.87,Melissa,Krause,F,67632 Martin Gateway,Fordoche,LA,70732,30.6576,-91.6264,1178,Community education officer,6/13/1951,af5e11d68e409b6c485f27b7894337dc,1356761140,30.404516,-90.887797,0,70785.0
572843,8/31/2019 17:43,4450831335606294.0,"fraud_Weimann, Kuhic and Beahan",shopping_pos,5.15,Donna,Davis,F,6760 Donovan Lakes,Clayton,OK,74536,34.5906,-95.38,1760,Occupational psychologist,1/20/1972,01502a97f5914a699596d3ce9407ee2f,1346435001,34.186176,-94.739804,0,
256508,5/7/2019 17:22,3506040590383211.0,fraud_Stiedemann Ltd,food_dining,61.46,Michael,Orozco,M,13956 Hughes Causeway Suite 124,Alder,MT,59710,45.1939,-112.0568,286,Chief of Staff,3/9/1989,7d30258bcad353dc770032ae876f4cb6,1336411334,45.411461,-112.113976,0,59749.0
803591,12/5/2019 8:12,3567879740649740.0,fraud_Jast-McDermott,shopping_pos,4.13,Tanya,Williams,F,566 Megan Well,Brownville,NY,13615,44.0577,-76.0196,1271,"Producer, radio",8/14/1958,cf1afb866733dbdd76a62ec782bb36e8,1354695176,43.38495,-76.600708,0,13156.0
896942,12/26/2019 2:12,3587044315915002.0,fraud_Huel-Langworth,misc_net,78.85,Christian,Roman,M,495 Fisher Throughway,Grand Junction,TN,38039,35.0659,-89.1534,1804,Clothing/textile technologist,10/15/1974,75c83d6438117ee9b4df41caa864642c,1356487940,34.731491,-89.760025,0,38611.0
106530,3/2/2019 21:30,60495593109.0,"fraud_Hettinger, McCullough and Fay",home,79.47,Randall,Dillon,M,4440 George Mills Suite 591,Dallas,TX,75210,32.7699,-96.743,1263321,Television camera operator,11/24/1942,2b1c50f12b0915a22b6776930d718484,1330723811,32.365363,-97.015657,0,76064.0
604365,9/14/2019 7:06,375768000000000.0,fraud_Schuppe LLC,entertainment,7.75,Christopher,Patterson,M,16744 Campbell Wall Apt. 372,Timberville,VA,22853,38.6476,-78.7717,4367,Waste management officer,4/12/1962,8e27c029ac0f49f198d5bf411d1b33f2,1347606406,39.566834,-79.165568,0,21522.0
822352,12/9/2019 3:19,38530500000000.0,fraud_Parisian and Sons,gas_transport,59.79,Laura,Johns,F,95835 Garcia Rue,Arcadia,SC,29320,34.9572,-81.9916,530,Animal technologist,5/14/1989,c6ead5af73f8d3ea49bcc38d365cd1c3,1355023171,35.565939,-82.871373,0,28716.0
